"Ar";"Fylke";"Hovednaring";"Naring";"Naringshovedgruppe";"Naringsgruppe";"AntallTilsyn";"AntallMedReaksjon";"AntallReaksjoner"
"2015";"Viken";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.1 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"88.10 Sosialtjenester uten botilbud for eldre og funksjonshemmede";"4";"2";"2"
"2015";"Viken";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"90 Kunstnerisk virksomhet og underholdningsvirksomhet";"90.0 Kunstnerisk virksomhet og underholdningsvirksomhet";"90.01 Utøvende kunstnere og underholdningsvirksomhet";"1";"1";"2"
"2015";"Viken";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"90 Kunstnerisk virksomhet og underholdningsvirksomhet";"90.0 Kunstnerisk virksomhet og underholdningsvirksomhet";"90.03 Selvstendig kunstnerisk virksomhet";"2";"2";"8"
"2015";"Viken";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.99 Aktiviteter i andre medlemsorganisasjoner ikke nevnt annet sted";"2";"1";"1"
"2016";"Agder";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.19 Dyrking av ettårige vekster ellers";"7";"5";"9"
"2016";"Agder";"C Industri";"18 Trykking og reproduksjon av innspilte opptak";"18.1 Trykking og tjenester tilknyttet trykking";"18.12 Trykking ellers";"1";"1";"1"
"2016";"Agder";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.6 Produksjon av betong-, sement- og gipsprodukter";"23.61 Produksjon av betongprodukter for bygge- og anleggsvirksomhet";"3";"3";"4"
"2016";"Agder";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.9 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"23.99 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"0";"0";"1"
"2016";"Agder";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.2 Produksjon av tanker, cisterner og andre beholdere av metall";"25.29 Produksjon av andre tanker, cisterner og beholdere av metall";"2";"1";"4"
"2016";"Agder";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.1 Innsamling av avfall";"38.11 Innsamling av ikke-farlig avfall";"2";"1";"2"
"2016";"Agder";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.3 Materialgjenvinning";"38.32 Sortering og bearbeiding av avfall for materialgjenvinning";"1";"0";"0"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.11 Bygging av veier og motorveier";"5";"4";"4"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.2 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"45.20 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"58";"54";"195"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.3 Handel med deler og utstyr til motorvogner, unntatt motorsykler";"45.32 Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler";"2";"2";"2"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.1 Agenturhandel";"46.19 Agenturhandel med bredt vareutvalg";"1";"0";"0"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.31 Engroshandel med frukt og grønnsaker";"1";"0";"0"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.4 Engroshandel med husholdningsvarer og varer til personlig bruk";"46.41 Engroshandel med tekstiler og utstyrsvarer";"1";"0";"0"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.61 Engroshandel med maskiner og utstyr til jordbruk og skogbruk";"1";"1";"2"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.73 Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr";"4";"0";"0"
"2016";"Agder";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.3 Planteformering";"01.30 Planteformering";"2";"1";"4"
"2016";"Agder";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.46 Svinehold";"1";"0";"0"
"2016";"Agder";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.3 Bearbeiding og konservering av frukt og grønnsaker";"10.31 Bearbeiding og konservering av poteter";"1";"0";"0"
"2016";"Agder";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.8 Produksjon av andre næringsmidler";"10.82 Produksjon av kakao, sjokolade og sukkervarer";"1";"1";"9"
"2016";"Agder";"C Industri";"13 Produksjon av tekstiler";"13.9 Produksjon av andre tekstiler";"13.96 Produksjon av tekstiler til teknisk og industriell bruk";"1";"0";"0"
"2016";"Agder";"C Industri";"20 Produksjon av kjemikalier og kjemiske produkter";"20.1 Produksjon av kjemiske råvarer, gjødsel og nitrogenforbindelser, basisplast og syntetisk gummi";"20.13 Produksjon av andre uorganiske kjemikalier";"2";"0";"0"
"2016";"Agder";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.9 Produksjon av andre metallvarer";"25.99 Produksjon av metallvarer ikke nevnt annet sted";"1";"1";"2"
"2016";"Agder";"C Industri";"29 Produksjon av motorvogner og tilhengere";"29.2 Produksjon av karosserier og tilhengere";"29.20 Produksjon av karosserier og tilhengere";"1";"1";"5"
"2016";"Agder";"C Industri";"33 Reparasjon og installasjon av maskiner og utstyr";"33.1 Reparasjon av metallvarer, maskiner og utstyr";"33.11 Reparasjon av bearbeidede metallprodukter";"3";"1";"6"
"2016";"Agder";"D Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35 Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35.1 Produksjon, overføring og distribusjon av elektrisitet";"35.12 Overføring av elektrisitet";"1";"1";"2"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.2 Oppføring av bygninger";"41.20 Oppføring av bygninger";"133";"79";"170"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.22 VVS-arbeid";"20";"7";"8"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.1 Handel med motorvogner, unntatt motorsykler";"45.11 Handel med biler og lette motorvogner, unntatt motorsykler";"8";"5";"19"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.3 Handel med deler og utstyr til motorvogner, unntatt motorsykler";"45.31 Agentur- og engroshandel med deler og utstyr til motorvogner, unntatt motorsykler";"2";"0";"0"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.1 Utvikling av byggeprosjekter";"41.10 Utvikling av byggeprosjekter";"8";"5";"11"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.1 Riving og grunnarbeid";"43.12 Grunnarbeid";"25";"11";"14"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.33 Gulvlegging og tapetsering";"1";"0";"0"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.34 Maler- og glassarbeid";"20";"10";"32"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.9 Annen spesialisert bygge- og anleggsvirksomhet";"43.91 Takarbeid";"11";"6";"7"
"2016";"Agder";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.9 Annen spesialisert bygge- og anleggsvirksomhet";"43.99 Annen spesialisert bygge- og anleggsvirksomhet";"41";"25";"70"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.32 Engroshandel med kjøtt og kjøttvarer";"1";"1";"4"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.63 Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet";"1";"1";"1"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.1 Butikkhandel med bredt vareutvalg";"47.19 Butikkhandel med bredt vareutvalg ellers";"5";"2";"3"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.6 Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger";"47.65 Butikkhandel med spill og leker";"3";"2";"5"
"2016";"Agder";"H Transport og lagring";"50 Sjøfart";"50.2 Sjøfart og kysttrafikk med gods";"50.20 Sjøfart og kysttrafikk med gods";"1";"1";"2"
"2016";"Agder";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.21 Andre tjenester tilknyttet landtransport";"3";"2";"2"
"2016";"Agder";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.2 Utleie av egen eller leid fast eiendom";"68.20 Utleie av egen eller leid fast eiendom";"9";"4";"6"
"2016";"Agder";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.3 Omsetning og drift av fast eiendom på oppdrag";"68.32 Eiendomsforvaltning";"1";"1";"3"
"2016";"Agder";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.2 Teknisk prøving og analyse";"71.20 Teknisk prøving og analyse";"1";"0";"0"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.74 Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr";"11";"9";"36"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.29 Butikkhandel med nærings- og nytelsesmidler ellers";"12";"10";"29"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.3 Detaljhandel med drivstoff til motorvogner";"47.30 Detaljhandel med drivstoff til motorvogner";"16";"10";"32"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.52 Butikkhandel med jernvarer, fargevarer og glass";"21";"16";"62"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.6 Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger";"47.64 Butikkhandel med sportsutstyr";"12";"7";"21"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.71 Butikkhandel med klær";"35";"29";"73"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.8 Torghandel";"47.89 Torghandel med andre varer";"1";"1";"4"
"2015";"Viken";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.9 Detaljhandel utenom utsalgssted";"47.91 Postordrehandel og handel via Internett";"3";"3";"10"
"2015";"Viken";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.31 Transport med rutebil og sporvei i by- og forstadsområde";"4";"3";"16"
"2015";"Viken";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.39 Landtransport med passasjerer ikke nevnt annet sted";"4";"4";"26"
"2015";"Viken";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.1 Lagring";"52.10 Lagring";"6";"3";"8"
"2015";"Viken";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.22 Andre tjenester tilknyttet sjøtransport";"2";"1";"3"
"2015";"Viken";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.29 Andre tjenester tilknyttet transport";"17";"10";"39"
"2015";"Viken";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.2 Andre post- og budtjenester";"53.20 Andre post- og budtjenester";"8";"6";"9"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.74 Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr";"1";"0";"0"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.3 Detaljhandel med drivstoff til motorvogner";"47.30 Detaljhandel med drivstoff til motorvogner";"3";"2";"4"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.52 Butikkhandel med jernvarer, fargevarer og glass";"3";"1";"1"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.71 Butikkhandel med klær";"13";"4";"7"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.76 Butikkhandel med blomster og planter, kjæledyr og fôrvarer til kjæledyr";"2";"2";"5"
"2016";"Agder";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.9 Detaljhandel utenom utsalgssted";"47.91 Postordrehandel og handel via Internett";"1";"0";"0"
"2016";"Agder";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.31 Transport med rutebil og sporvei i by- og forstadsområde";"2";"0";"0"
"2016";"Agder";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.32 Drosjebiltransport";"2";"1";"1"
"2016";"Agder";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.39 Landtransport med passasjerer ikke nevnt annet sted";"1";"1";"5"
"2016";"Agder";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.29 Andre tjenester tilknyttet transport";"2";"0";"0"
"2016";"Agder";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.2 Andre post- og budtjenester";"53.20 Andre post- og budtjenester";"1";"1";"4"
"2016";"Agder";"I Overnattings- og serveringsvirksomhet";"55 Overnattingsvirksomhet";"55.1 Hotellvirksomhet";"55.10 Hotellvirksomhet";"4";"4";"19"
"2016";"Agder";"N Forretningsmessig tjenesteyting";"82 Annen forretningsmessig tjenesteyting";"82.1 Kontortjenester";"82.11 Kombinerte kontortjenester";"1";"0";"0"
"2016";"Agder";"P Undervisning";"85 Undervisning";"85.2 Grunnskoleundervisning";"85.20 Grunnskoleundervisning";"4";"2";"5"
"2016";"Agder";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.1 Sykehustjenester";"86.10 Sykehustjenester";"2";"2";"4"
"2016";"Agder";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.9 Andre helsetjenester";"86.90 Andre helsetjenester";"2";"0";"0"
"2016";"Agder";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.3 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"87.30 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"1";"1";"1"
"2016";"Agder";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.91 Sosialtjenester uten botilbud for barn og ungdom";"33";"17";"37"
"2016";"Agder";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.2 Fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.21 Drift av fornøyelses- og temaparker";"1";"0";"0"
"2016";"Agder";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.2 Fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.29 Andre fritidsaktiviteter";"2";"2";"7"
"2016";"Agder";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.01 Vaskeri- og renserivirksomhet";"1";"0";"0"
"2016";"Agder";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.02 Frisering og annen skjønnhetspleie";"13";"11";"29"
"2016";"Akershus";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.2 Oppføring av bygninger";"41.20 Oppføring av bygninger";"1";"1";"3"
"2016";"Hordaland";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.2 Oppføring av bygninger";"41.20 Oppføring av bygninger";"1";"1";"3"
"2016";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.1 Dyrking av ettårige vekster";"01.13 Dyrking av grønnsaker, meloner, rot- og knollvekster";"6";"6";"18"
"2016";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.42 Oppdrett av annet storfe";"2";"2";"3"
"2016";"Innlandet";"A Jordbruk, skogbruk og fiske";"01 Jordbruk og tjenester tilknyttet jordbruk, jakt og viltstell";"01.4 Husdyrhold";"01.43 Oppdrett av hester og andre dyr av hestefamilien";"1";"1";"5"
