"Ar";"Fylke";"Hovednaring";"Naring";"Naringshovedgruppe";"Naringsgruppe";"AntallTilsyn";"AntallMedReaksjon";"AntallReaksjoner"
"2019";"Nordland";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.63 Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet";"0";"0";"3"
"2019";"Nordland";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.73 Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr";"1";"0";"0"
"2019";"Nordland";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.1 Butikkhandel med bredt vareutvalg";"47.11 Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler";"1";"0";"0"
"2019";"Nordland";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.23 Butikkhandel med fisk, skalldyr og bløtdyr";"2";"2";"5"
"2019";"Nordland";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.24 Butikkhandel med bakervarer, konditorvarer og sukkervarer";"1";"0";"0"
"2019";"Oslo";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.1 Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer";"10.11 Bearbeiding og konservering av kjøtt";"4";"4";"5"
"2019";"Oslo";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.7 Produksjon av bakeri- og pastavarer";"10.71 Produksjon av brød og ferske konditorvarer";"10";"8";"41"
"2019";"Oslo";"C Industri";"25 Produksjon av metallvarer, unntatt maskiner og utstyr";"25.1 Produksjon av metallkonstruksjoner";"25.11 Produksjon av metallkonstruksjoner og deler";"1";"0";"0"
"2019";"Oslo";"C Industri";"31 Produksjon av møbler";"31.0 Produksjon av møbler";"31.09 Produksjon av møbler ellers";"2";"2";"21"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.2 Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon";"42.22 Bygging av anlegg for elektrisitet og telekommunikasjon";"5";"3";"10"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.21 Elektrisk installasjonsarbeid";"33";"17";"36"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.2 Elektrisk installasjonsarbeid, VVS-arbeid og annet installasjonsarbeid";"43.29 Annet installasjonsarbeid";"1";"0";"0"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.32 Snekkerarbeid";"52";"34";"73"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.31 Engroshandel med frukt og grønnsaker";"1";"1";"1"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.4 Engroshandel med husholdningsvarer og varer til personlig bruk";"46.47 Engroshandel med møbler, gulvbelegg, gulvtepper og belysningsutstyr";"1";"1";"2"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.4 Engroshandel med husholdningsvarer og varer til personlig bruk";"46.49 Engroshandel med husholdningsvarer og varer til personlig bruk ellers";"1";"1";"5"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.6 Engroshandel med andre maskiner og annet utstyr";"46.69 Engroshandel med maskiner og utstyr ellers";"5";"4";"9"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.71 Engroshandel med drivstoff og brensel";"1";"1";"2"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.74 Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr";"1";"1";"2"
"2019";"Nordland";"M Faglig, vitenskapelig og teknisk tjenesteyting";"69 Juridisk og regnskapsmessig tjenesteyting";"69.2 Regnskap, revisjon og skatterådgivning";"69.20 Regnskap, revisjon og skatterådgivning";"1";"0";"0"
"2019";"Nordland";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.11 Arkitektvirksomhet";"1";"1";"1"
"2019";"Nordland";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.21 Rengjøring av bygninger";"7";"5";"7"
"2019";"Nordland";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.29 Annen rengjøringsvirksomhet";"1";"1";"4"
"2019";"Nordland";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.2 Offentlig administrasjon tilknyttet utenriks- og sikkerhetssaker";"84.24 Politi- og påtalemyndighet";"1";"1";"2"
"2019";"Nordland";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.2 Lege- og tannlegetjenester";"86.22 Spesialisert legetjeneste";"1";"1";"1"
"2019";"Nordland";"R Kulturell virksomhet, underholdning og fritidsaktiviteter";"93 Sports- og fritidsaktiviteter og drift av fornøyelsesetablissementer";"93.1 Sportsaktiviteter";"93.13 Treningssentre";"1";"1";"1"
"2019";"Oslo";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.1 Produksjon, bearbeiding og konservering av kjøtt og kjøttvarer";"10.13 Produksjon av kjøtt- og fjørfevarer";"1";"1";"2"
"2019";"Oslo";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.8 Produksjon av andre næringsmidler";"10.83 Bearbeiding av te og kaffe";"3";"3";"24"
"2019";"Oslo";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.9 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"23.99 Produksjon av ikke-metallholdige mineralprodukter ikke nevnt annet sted";"2";"2";"6"
"2019";"Oslo";"D Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35 Elektrisitets-, gass-, damp- og varmtvannsforsyning";"35.3 Damp- og varmtvannsforsyning";"35.30 Damp- og varmtvannsforsyning";"1";"1";"3"
"2019";"Oslo";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.1 Innsamling av avfall";"38.11 Innsamling av ikke-farlig avfall";"2";"2";"8"
"2019";"Oslo";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"38 Innsamling, behandling, disponering og gjenvinning av avfall";"38.3 Materialgjenvinning";"38.32 Sortering og bearbeiding av avfall for materialgjenvinning";"4";"1";"2"
"2019";"Nordland";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.52 Butikkhandel med jernvarer, fargevarer og glass";"4";"4";"8"
"2019";"Nordland";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.73 Butikkhandel med apotekvarer";"1";"0";"0"
"2019";"Nordland";"H Transport og lagring";"49 Landtransport og rørtransport";"49.3 Annen landtransport med passasjerer";"49.39 Landtransport med passasjerer ikke nevnt annet sted";"1";"1";"6"
"2019";"Nordland";"J Informasjon og kommunikasjon";"62 Tjenester tilknyttet informasjonsteknologi";"62.0 Tjenester tilknyttet informasjonsteknologi";"62.01 Programmeringstjenester";"2";"2";"5"
"2019";"Nordland";"N Forretningsmessig tjenesteyting";"78 Arbeidskrafttjenester";"78.2 Utleie av arbeidskraft";"78.20 Utleie av arbeidskraft";"20";"8";"11"
"2019";"Nordland";"N Forretningsmessig tjenesteyting";"80 Vakttjeneste og etterforsking";"80.1 Private vakttjenester";"80.10 Private vakttjenester";"1";"0";"0"
"2019";"Nordland";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.11 Generell offentlig administrasjon";"26";"20";"103"
"2019";"Nordland";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.1 Offentlig administrasjon og forvaltning";"84.12 Offentlig administrasjon tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern";"1";"0";"3"
"2019";"Nordland";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.2 Offentlig administrasjon tilknyttet utenriks- og sikkerhetssaker";"84.22 Forsvar";"1";"1";"1"
"2019";"Nordland";"P Undervisning";"85 Undervisning";"85.2 Grunnskoleundervisning";"85.20 Grunnskoleundervisning";"3";"2";"4"
"2019";"Nordland";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.1 Sykehustjenester";"86.10 Sykehustjenester";"9";"8";"20"
"2019";"Nordland";"Q Helse- og sosialtjenester";"86 Helsetjenester";"86.2 Lege- og tannlegetjenester";"86.21 Legetjeneste";"1";"1";"2"
"2019";"Nordland";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.1 Pleie- og omsorgstjenester i institusjon";"87.10 Pleie- og omsorgstjenester i institusjon";"3";"3";"7"
"2019";"Nordland";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.3 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"87.30 Institusjoner og bofellesskap innen omsorg for eldre og funksjonshemmede";"3";"1";"3"
"2019";"Nordland";"H Transport og lagring";"49 Landtransport og rørtransport";"49.4 Godstransport på vei, herunder flyttetransport";"49.41 Godstransport på vei";"7";"5";"18"
"2019";"Nordland";"H Transport og lagring";"50 Sjøfart";"50.1 Sjøfart og kysttrafikk med passasjerer";"50.10 Sjøfart og kysttrafikk med passasjerer";"1";"0";"0"
"2019";"Nordland";"H Transport og lagring";"52 Lagring og andre tjenester tilknyttet transport";"52.2 Andre tjenester tilknyttet transport";"52.24 Lasting og lossing";"3";"1";"1"
"2019";"Nordland";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.1 Landsdekkende posttjenester";"53.10 Landsdekkende posttjenester";"1";"0";"0"
"2019";"Nordland";"H Transport og lagring";"53 Post og distribusjonsvirksomhet";"53.2 Andre post- og budtjenester";"53.20 Andre post- og budtjenester";"3";"2";"18"
"2019";"Nordland";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.1 Restaurantvirksomhet";"56.10 Restaurantvirksomhet";"26";"20";"55"
"2019";"Nordland";"J Informasjon og kommunikasjon";"62 Tjenester tilknyttet informasjonsteknologi";"62.0 Tjenester tilknyttet informasjonsteknologi";"62.03 Forvaltning og drift av IT-systemer";"1";"1";"2"
"2019";"Nordland";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.1 Kjøp og salg av egen fast eiendom";"68.10 Kjøp og salg av egen fast eiendom";"1";"1";"2"
"2019";"Nordland";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.12 Teknisk konsulentvirksomhet";"7";"4";"11"
"2019";"Nordland";"O Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84 Offentlig administrasjon og forsvar, og trygdeordninger underlagt offentlig forvaltning";"84.3 Trygdeordninger underlagt offentlig forvaltning";"84.30 Trygdeordninger underlagt offentlig forvaltning";"1";"0";"0"
"2019";"Nordland";"Q Helse- og sosialtjenester";"87 Pleie- og omsorgstjenester i institusjon";"87.2 Institusjoner og bofellesskap innen omsorg for psykisk utviklingshemmede, psykisk helsearbeid og rusmiddelomsorg";"87.20 Institusjoner og bofellesskap innen omsorg for psykisk utviklingshemmede, psykisk helsearbeid og rusmiddelomsorg";"2";"2";"4"
"2019";"Nordland";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.99 Andre sosialtjenester uten botilbud ikke nevnt annet sted";"4";"3";"4"
"2019";"Oslo";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.5 Produksjon av meierivarer og iskrem";"10.51 Produksjon av meierivarer";"1";"0";"0"
"2019";"Oslo";"C Industri";"11 Produksjon av drikkevarer";"11.0 Produksjon av drikkevarer";"11.05 Produksjon av øl";"3";"2";"6"
"2019";"Oslo";"C Industri";"13 Produksjon av tekstiler";"13.9 Produksjon av andre tekstiler";"13.92 Produksjon av tekstilvarer, unntatt klær";"1";"1";"1"
"2019";"Oslo";"C Industri";"16 Produksjon av trelast og varer av tre, kork, strå og flettematerialer, unntatt møbler";"16.2 Produksjon av varer av tre, kork, strå og flettematerialer";"16.23 Produksjon av andre bygningsartikler";"2";"2";"7"
"2019";"Oslo";"C Industri";"18 Trykking og reproduksjon av innspilte opptak";"18.1 Trykking og tjenester tilknyttet trykking";"18.11 Trykking av aviser";"1";"0";"0"
"2019";"Oslo";"C Industri";"20 Produksjon av kjemikalier og kjemiske produkter";"20.3 Produksjon av maling og lakk, trykkfarger og tetningsmidler";"20.30 Produksjon av maling og lakk, trykkfarger og tetningsmidler";"1";"0";"0"
"2019";"Oslo";"C Industri";"20 Produksjon av kjemikalier og kjemiske produkter";"20.4 Produksjon av såpe og vaskemidler, rense- og polermidler, parfyme og toalettartikler";"20.41 Produksjon av såpe og vaskemidler, rense- og polermidler";"1";"1";"5"
"2019";"Oslo";"C Industri";"21 Produksjon av farmasøytiske råvarer og preparater";"21.2 Produksjon av farmasøytiske preparater";"21.20 Produksjon av farmasøytiske preparater";"0";"0";"1"
"2019";"Oslo";"C Industri";"23 Produksjon av andre ikke-metallholdige mineralprodukter";"23.6 Produksjon av betong-, sement- og gipsprodukter";"23.63 Produksjon av ferdigblandet betong";"1";"1";"1"
"2019";"Oslo";"C Industri";"32 Annen industriproduksjon";"32.3 Produksjon av sportsartikler";"32.30 Produksjon av sportsartikler";"1";"1";"4"
"2019";"Oslo";"E Vannforsyning, avløps- og renovasjonsvirksomhet";"36 Uttak fra kilde, rensing og distribusjon av vann";"36.0 Uttak fra kilde, rensing og distribusjon av vann";"36.00 Uttak fra kilde, rensing og distribusjon av vann";"3";"1";"4"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.2 Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon";"42.21 Bygging av vann- og kloakkanlegg";"6";"1";"2"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.1 Riving og grunnarbeid";"43.12 Grunnarbeid";"49";"22";"38"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.33 Gulvlegging og tapetsering";"8";"7";"21"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.3 Ferdiggjøring av bygninger";"43.39 Annen ferdiggjøring av bygninger";"4";"2";"5"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.9 Annen spesialisert bygge- og anleggsvirksomhet";"43.91 Takarbeid";"8";"1";"3"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.9 Annen spesialisert bygge- og anleggsvirksomhet";"43.99 Annen spesialisert bygge- og anleggsvirksomhet";"46";"23";"53"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"41 Oppføring av bygninger";"41.1 Utvikling av byggeprosjekter";"41.10 Utvikling av byggeprosjekter";"15";"14";"44"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.11 Bygging av veier og motorveier";"9";"5";"10"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.12 Bygging av jernbaner og undergrunnsbaner";"1";"1";"1"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"42 Anleggsvirksomhet";"42.1 Bygging av veier og jernbaner";"42.13 Bygging av bruer og tunneler";"5";"0";"0"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.1 Riving og grunnarbeid";"43.11 Riving av bygninger og andre konstruksjoner";"11";"2";"3"
"2019";"Oslo";"F Bygge- og anleggsvirksomhet";"43 Spesialisert bygge- og anleggsvirksomhet";"43.1 Riving og grunnarbeid";"43.13 Prøveboring";"1";"0";"0"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.3 Handel med deler og utstyr til motorvogner, unntatt motorsykler";"45.32 Detaljhandel med deler og utstyr til motorvogner, unntatt motorsykler";"1";"1";"7"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.1 Agenturhandel";"46.15 Agenturhandel med møbler, husholdningsvarer og jernvarer";"1";"1";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.38 Engroshandel med andre næringsmidler, herunder fisk, skalldyr og bløtdyr";"2";"1";"1"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.3 Engroshandel med nærings- og nytelsesmidler";"46.39 Engroshandel med bredt utvalg av nærings- og nytelsesmidler";"4";"4";"11"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.4 Engroshandel med husholdningsvarer og varer til personlig bruk";"46.42 Engroshandel med klær og skotøy";"3";"2";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.4 Engroshandel med husholdningsvarer og varer til personlig bruk";"46.46 Engroshandel med sykepleie- og apotekvarer";"1";"1";"1"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.21 Butikkhandel med frukt og grønnsaker";"1";"1";"7"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.2 Butikkhandel med nærings- og nytelsesmidler i spesialforretninger";"47.22 Butikkhandel med kjøtt og kjøttvarer";"3";"2";"7"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.2 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"45.20 Vedlikehold og reparasjon av motorvogner, unntatt motorsykler";"58";"44";"168"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"45 Handel med og reparasjon av motorvogner";"45.3 Handel med deler og utstyr til motorvogner, unntatt motorsykler";"45.31 Agentur- og engroshandel med deler og utstyr til motorvogner, unntatt motorsykler";"1";"0";"0"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.4 Engroshandel med husholdningsvarer og varer til personlig bruk";"46.41 Engroshandel med tekstiler og utstyrsvarer";"1";"1";"7"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.73 Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr";"3";"2";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.75 Engroshandel med kjemiske produkter";"4";"3";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"46 Agentur- og engroshandel, unntatt med motorvogner";"46.7 Engroshandel med spesialisert vareutvalg ellers";"46.76 Engroshandel med innsatsvarer ellers";"2";"2";"5"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.1 Butikkhandel med bredt vareutvalg";"47.11 Butikkhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler";"15";"12";"37"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.1 Butikkhandel med bredt vareutvalg";"47.19 Butikkhandel med bredt vareutvalg ellers";"2";"1";"4"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.52 Butikkhandel med jernvarer, fargevarer og glass";"2";"1";"1"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.76 Butikkhandel med blomster og planter, kjæledyr og fôrvarer til kjæledyr";"2";"2";"7"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.9 Detaljhandel utenom utsalgssted";"47.99 Detaljhandel utenom utsalgssted ellers";"3";"3";"7"
"2019";"Oslo";"H Transport og lagring";"49 Landtransport og rørtransport";"49.1 Passasjertransport med jernbane";"49.10 Passasjertransport med jernbane";"1";"1";"1"
"2019";"Oslo";"J Informasjon og kommunikasjon";"59 Film-, video- og fjernsynsprogramproduksjon, utgivelse av musikk- og lydopptak";"59.1 Virksomhet innen film, video og fjernsynsprogrammer";"59.12 Etterarbeid knyttet til produksjon av film, video og fjernsynsprogrammer";"1";"0";"0"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.51 Butikkhandel med tekstiler og utstyrsvarer";"1";"1";"7"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.5 Butikkhandel med andre husholdningsvarer i spesialforretninger";"47.59 Butikkhandel med møbler, belysningsutstyr og andre innredningsartikler";"5";"2";"5"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.6 Butikkhandel med bøker, musikkartikler og andre fritidsartikler i spesialforretninger";"47.64 Butikkhandel med sportsutstyr";"1";"0";"0"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.7 Annen butikkhandel i spesialforretninger";"47.78 Annen butikkhandel med andre nye varer i spesialforretninger";"4";"2";"8"
"2019";"Oslo";"G Varehandel, reparasjon av motorvogner";"47 Detaljhandel, unntatt med motorvogner";"47.8 Torghandel";"47.81 Torghandel med næringsmidler, drikkevarer og tobakksvarer";"1";"0";"0"
"2019";"Oslo";"H Transport og lagring";"49 Landtransport og rørtransport";"49.4 Godstransport på vei, herunder flyttetransport";"49.41 Godstransport på vei";"27";"18";"50"
"2019";"Oslo";"H Transport og lagring";"49 Landtransport og rørtransport";"49.4 Godstransport på vei, herunder flyttetransport";"49.42 Flyttetransport";"2";"2";"5"
"2019";"Oslo";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.1 Restaurantvirksomhet";"56.10 Restaurantvirksomhet";"168";"135";"542"
"2019";"Oslo";"I Overnattings- og serveringsvirksomhet";"56 Serveringsvirksomhet";"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet";"56.21 Cateringvirksomhet";"5";"2";"4"
"2019";"Oslo";"L Omsetning og drift av fast eiendom";"68 Omsetning og drift av fast eiendom";"68.1 Kjøp og salg av egen fast eiendom";"68.10 Kjøp og salg av egen fast eiendom";"8";"7";"24"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"71 Arkitektvirksomhet og teknisk konsulentvirksomhet, og teknisk prøving og analyse";"71.1 Arkitektvirksomhet og teknisk konsulentvirksomhet";"71.12 Teknisk konsulentvirksomhet";"12";"8";"20"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"72 Forskning og utviklingsarbeid";"72.1 Forskning og utviklingsarbeid innen naturvitenskap og teknikk";"72.19 Annen forskning og annet utviklingsarbeid innen naturvitenskap og teknikk";"1";"0";"0"
"2019";"Oslo";"M Faglig, vitenskapelig og teknisk tjenesteyting";"75 Veterinærtjenester";"75.0 Veterinærtjenester";"75.00 Veterinærtjenester";"1";"1";"4"
"2019";"Oslo";"N Forretningsmessig tjenesteyting";"81 Tjenester tilknyttet eiendomsdrift";"81.2 Rengjøringsvirksomhet";"81.22 Utvendig rengjøring av bygninger og industriell rengjøring";"1";"1";"4"
"2019";"Nordland";"Q Helse- og sosialtjenester";"88 Sosiale omsorgstjenester uten botilbud";"88.9 Andre sosialtjenester uten botilbud";"88.91 Sosialtjenester uten botilbud for barn og ungdom";"3";"1";"6"
"2019";"Nordland";"S Annen tjenesteyting";"94 Aktiviteter i medlemsorganisasjoner";"94.9 Aktiviteter i andre medlemsorganisasjoner";"94.91 Religiøse organisasjoner";"2";"2";"4"
"2019";"Nordland";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.02 Frisering og annen skjønnhetspleie";"2";"1";"5"
"2019";"Nordland";"S Annen tjenesteyting";"96 Annen personlig tjenesteyting";"96.0 Annen personlig tjenesteyting";"96.09 Personlig tjenesteyting ikke nevnt annet sted";"2";"1";"5"
"2019";"Oslo";"A Jordbruk, skogbruk og fiske";"02 Skogbruk og tjenester tilknyttet skogbruk";"02.4 Tjenester tilknyttet skogbruk";"02.40 Tjenester tilknyttet skogbruk";"1";"1";"1"
"2019";"Oslo";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.8 Produksjon av andre næringsmidler";"10.82 Produksjon av kakao, sjokolade og sukkervarer";"1";"1";"6"
"2019";"Oslo";"C Industri";"10 Produksjon av nærings- og nytelsesmidler";"10.8 Produksjon av andre næringsmidler";"10.84 Produksjon av smakstilsettingsstoffer og krydderier";"1";"1";"10"
"2019";"Oslo";"C Industri";"20 Produksjon av kjemikalier og kjemiske produkter";"20.1 Produksjon av kjemiske råvarer, gjødsel og nitrogenforbindelser, basisplast og syntetisk gummi";"20.12 Produksjon av fargestoffer og pigmenter";"2";"1";"1"
